Player,Nation,Squad,Position,Age,Matches,Playing_Time_Starts,Minutes,Performance_Gls,Performance_Ast,Yellow_Cards,Red_Cards,Expected_xG,Expected_xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_xG,Per_90_Minutes_xAG,Goals_Against_Per90,Save_Percentage,CleanSheet_Percentage,Penalty_Save_Percentage,Shots_On_Target_Percentage,Shots_On_Target_Per90,Goals_PerShot,Shooting_Distance,Total_Passes_Completed,Total_Passes_Completed_Percentage,Total_Passing_Distance,Short_Passe_Completed_Percentage,Medium_Passes_Completed_Percentage,Long_Passes_Completed_Percentage,Keypasses,Passes_Into_Final_Third,Passes_Into_Penalty_Area,Crossed_Into_Penalty_Area,Progressive_Passes,Shot_Creating_Actions,Shot_Creating_Actions_Per90,Goal_Creating_Actions,Goal_Creating_Actions_Per90,Tackles,Tackles_Won,Defensive_Actions_Attempted,Defensive_Actions_Lost,Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Touches,Touches_Defensive_Penalty_Area,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Take_Ons_Attempted,Take_Ons_Success_Percentage,Take_Ons_Tackled_Percentage,Carries,Total_Carrying_Distance,Progressive_Carrying_Distance,Progressive_Carries,Carries_Into_Final_Third,Carries_Into_Penalty_Area,Miscontrols,Dispossessions,Receiving,Progressive_Receiving,Fouls,Fouled,Offsides,Crosses,Recoveries,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Wonpct
Leon Bailey,JAM,Aston Villa,"FW,MF",27-248,23,14,1138.0,1,2,3,0,1.7,1.5,57,35,121,0.08,0.16,0.14,0.12,N/a,N/a,N/a,N/a,21.4,0.47,0.04,17.3,273,70.7,4275,81.4,81.1,47.4,16,16,20,2,35,38,3.01,4,0.32,6,4,10,8,6,0,6,3,539,18,76,155,318,69,57,38.6,42.1,344,2540,1334,57,22,33,35,25,386,121,12,18,3,34,59,6,9,40.0
Lesley Ugochukwu,FRA,Southampton,MF,21-019,21,13,1267.0,0,1,5,0,0.7,1.0,22,47,19,0.00,0.07,0.05,0.07,N/a,N/a,N/a,N/a,0.0,0.00,0.00,18.8,474,84.9,7305,88.1,91.7,57.1,13,48,6,1,47,21,1.49,1,0.07,43,20,30,15,23,7,16,10,696,34,156,404,142,19,24,70.8,25.0,380,2022,927,22,11,5,8,9,480,19,26,13,0,5,49,14,12,53.8
Levi Colwill,ENG,Chelsea,DF,22-047,29,29,2609.0,1,1,7,0,1.0,1.1,12,121,9,0.03,0.03,0.04,0.04,N/a,N/a,N/a,N/a,21.4,0.10,0.07,10.4,2036,89.6,36960,92.9,95.0,57.7,14,138,7,3,121,36,1.24,3,0.10,36,24,25,9,31,22,9,30,2506,308,1158,1237,120,29,8,62.5,37.5,1416,6425,3574,12,11,1,11,7,1835,9,37,17,4,13,97,73,46,61.3
Lewis Cook,ENG,Bournemouth,"MF,DF",28-070,30,28,2572.0,1,3,7,0,0.9,4.1,33,147,46,0.03,0.10,0.03,0.14,N/a,N/a,N/a,N/a,30.8,0.14,0.08,23.7,1071,76.5,18616,84.9,84.4,45.9,46,144,25,10,147,84,2.94,5,0.17,70,39,61,28,26,8,18,39,1676,72,387,882,426,19,16,62.5,37.5,742,3718,2048,33,26,4,28,15,835,46,45,9,3,119,170,37,32,53.6
Lewis Dunk,ENG,Brighton,DF,33-144,22,20,1813.0,0,0,5,0,0.7,0.5,20,134,3,0.00,0.00,0.03,0.03,N/a,N/a,N/a,N/a,20.0,0.10,0.00,13.4,1606,90.8,30025,96.7,95.0,62.6,6,151,5,0,134,16,0.79,3,0.15,16,9,17,7,22,15,7,12,1908,230,906,918,94,17,1,0.0,100.0,1198,5604,3071,20,16,0,6,3,1406,3,7,8,2,4,94,44,28,61.1
Lewis Hall,ENG,Newcastle Utd,DF,20-218,27,24,2189.0,0,4,3,0,0.4,4.3,41,123,80,0.00,0.16,0.02,0.18,N/a,N/a,N/a,N/a,9.1,0.04,0.00,18.8,1300,81.7,21999,91.3,85.1,51.5,34,114,17,5,123,63,2.59,6,0.25,58,41,74,34,33,18,15,18,1820,95,623,804,414,47,21,52.4,33.3,950,4398,2358,41,22,13,33,20,1094,80,9,21,1,110,119,30,31,49.2
Liam Delap,ENG,Ipswich Town,FW,22-065,31,29,2344.0,12,2,8,0,9.0,1.9,58,30,101,0.46,0.08,0.35,0.07,N/a,N/a,N/a,N/a,45.8,1.04,0.17,15.8,201,61.1,2808,70.0,63.4,40.9,20,16,6,0,30,60,2.31,7,0.27,10,7,14,12,8,0,8,2,619,28,72,257,308,85,77,48.1,41.6,406,3051,1439,58,42,28,92,55,488,101,63,46,13,5,57,50,61,45.0
Lisandro Martínez,ARG,Manchester Utd,DF,27-086,20,20,1751.0,2,1,7,0,1.3,1.1,23,117,7,0.10,0.05,0.07,0.06,N/a,N/a,N/a,N/a,35.3,0.31,0.12,15.9,1200,89.4,20292,94.2,93.0,55.2,9,91,18,2,117,26,1.34,2,0.10,40,24,36,15,22,8,14,32,1524,156,713,697,125,18,7,85.7,14.3,1017,5141,3129,23,23,2,1,3,1069,7,22,7,0,9,81,16,13,55.2
Lucas Bergvall,SWE,Tottenham,MF,19-071,25,10,1112.0,0,1,3,0,0.7,0.6,30,48,28,0.00,0.08,0.06,0.05,N/a,N/a,N/a,N/a,16.7,0.16,0.00,19.9,600,88.4,9970,92.6,90.8,75.0,11,50,7,3,48,21,1.70,4,0.32,36,19,30,13,16,7,9,22,833,34,174,452,220,20,44,47.7,43.2,506,3232,1558,30,21,4,19,18,558,28,20,13,0,18,70,8,8,50.0
Lucas Digne,FRA,Aston Villa,DF,31-268,29,26,2151.0,0,4,3,0,0.8,4.1,21,51,135,0.00,0.17,0.03,0.17,N/a,N/a,N/a,N/a,23.1,0.13,0.00,22.7,893,75.1,14338,88.2,78.7,37.7,34,41,27,17,51,59,2.47,5,0.21,60,34,58,18,23,4,19,25,1422,86,485,434,513,28,18,50.0,44.4,652,2822,1253,21,14,4,17,15,778,135,18,13,7,136,95,32,26,55.2
Lucas Paquetá,BRA,West Ham,"MF,FW",27-230,28,24,2077.0,4,0,8,0,5.1,2.7,18,119,78,0.17,0.00,0.22,0.12,N/a,N/a,N/a,N/a,8.3,0.13,0.06,19.5,931,76.6,15207,83.5,78.2,61.5,30,111,34,2,119,68,2.95,6,0.26,59,34,45,23,26,4,22,16,1513,49,298,841,386,53,37,40.5,45.9,777,2670,1110,18,28,2,49,47,1062,78,44,51,6,25,128,43,56,43.4
Luis Díaz,COL,Liverpool,FW,28-091,31,24,2061.0,11,5,2,0,9.1,4.4,101,98,259,0.48,0.22,0.40,0.19,N/a,N/a,N/a,N/a,41.9,1.14,0.18,13.9,662,84.3,10648,89.2,86.1,81.8,49,43,39,5,98,108,4.72,16,0.70,31,19,32,21,14,0,14,6,1053,14,73,366,633,150,106,45.3,44.3,696,5177,2703,101,48,55,50,42,829,259,45,27,9,28,93,11,29,27.5
Luke Woolfenden,ENG,Ipswich Town,DF,26-175,13,10,1007.0,0,0,2,0,0.0,0.0,7,15,0,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,12.9,437,87.9,8028,96.4,93.7,52.3,0,27,0,0,15,2,0.18,0,0.00,9,6,5,3,17,11,6,18,608,126,345,254,9,3,0,N/a,N/a,331,1900,1111,7,3,0,4,0,389,0,5,2,1,0,33,15,11,57.7
Mads Hermansen,DEN,Leicester City,GK,24-277,25,25,2205.0,0,0,1,0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,2.20,64.1,4.0,25.0,N/a,0.00,N/a,N/a,602,61.2,15807,98.6,94.7,33.2,0,19,1,0,1,3,0.12,0,0.00,1,1,1,0,1,0,1,0,1050,756,1010,42,0,0,1,100.0,0.0,668,3363,1790,0,0,0,1,0,571,0,0,2,0,0,14,4,1,80.0
Mads Roerslev,DEN,Brentford,DF,25-294,19,11,1101.0,0,2,2,0,0.2,3.0,17,51,54,0.00,0.16,0.02,0.24,N/a,N/a,N/a,N/a,40.0,0.16,0.00,20.8,422,78.7,6925,88.0,79.9,55.1,14,37,11,4,51,21,1.72,2,0.16,18,8,28,17,12,5,7,4,645,49,234,268,146,20,19,36.8,42.1,352,1630,858,17,13,0,9,6,407,54,6,10,0,31,39,10,14,41.7
Malo Gusto,FRA,Chelsea,DF,21-330,27,19,1776.0,0,1,4,0,1.7,1.2,47,112,81,0.00,0.05,0.08,0.06,N/a,N/a,N/a,N/a,14.3,0.15,0.00,21.2,1136,86.3,18576,93.4,88.0,61.1,20,104,17,6,112,55,2.79,4,0.20,43,28,46,22,28,8,20,22,1510,54,370,727,424,41,15,26.7,66.7,827,4184,2110,47,32,8,15,17,1014,81,20,17,2,50,109,8,15,34.8
Manuel Akanji,SUI,Manchester City,DF,29-269,20,20,1707.0,0,0,3,0,0.7,0.4,38,135,6,0.00,0.00,0.04,0.02,N/a,N/a,N/a,N/a,10.0,0.05,0.00,16.3,1389,93.9,22799,96.0,95.5,73.9,9,149,11,2,135,34,1.79,2,0.11,15,10,12,5,11,8,3,7,1591,108,472,773,348,11,2,100.0,0.0,1041,5502,3286,38,52,0,4,5,1258,6,16,9,0,11,86,23,29,44.2
Manuel Ugarte Ribeiro,URU,Manchester Utd,MF,24-003,24,19,1532.0,1,0,9,0,0.8,0.6,9,49,18,0.06,0.00,0.05,0.03,N/a,N/a,N/a,N/a,18.8,0.18,0.06,22.0,650,87.1,10629,89.3,92.6,73.6,7,43,9,3,49,25,1.47,2,0.12,67,42,56,33,26,3,23,24,966,40,279,538,165,14,29,51.7,34.5,545,2190,927,9,9,1,27,20,588,18,35,28,0,7,107,17,17,50.0
Marc Cucurella,ESP,Chelsea,DF,26-266,30,27,2448.0,4,1,9,1,2.2,1.8,29,92,102,0.15,0.04,0.08,0.07,N/a,N/a,N/a,N/a,38.9,0.26,0.22,16.5,1396,87.7,21799,93.9,89.7,55.7,17,100,10,3,92,44,1.62,5,0.18,53,36,48,24,39,12,27,21,1841,91,556,838,454,65,13,30.8,53.8,784,3257,1907,29,15,2,25,5,1153,102,31,31,3,28,106,25,48,34.2
Marc Guéhi,ENG,Crystal Palace,DF,24-275,29,29,2609.0,3,2,9,1,1.7,1.1,17,119,8,0.10,0.07,0.06,0.04,N/a,N/a,N/a,N/a,50.0,0.21,0.25,9.8,1271,83.5,24571,91.4,88.8,55.7,10,115,9,3,119,32,1.10,5,0.17,53,29,42,13,50,21,29,23,1836,275,934,798,114,24,14,78.6,14.3,963,4860,2536,17,15,1,14,15,1129,8,20,24,1,11,127,63,45,58.3
Marcos Senesi,ARG,Bournemouth,DF,27-339,13,11,963.0,0,0,4,0,0.8,0.2,12,50,5,0.00,0.00,0.08,0.02,N/a,N/a,N/a,N/a,0.0,0.00,0.00,6.0,474,76.6,9852,87.8,85.9,50.6,3,73,12,3,50,16,1.50,1,0.09,35,21,28,14,14,6,8,11,749,62,326,366,66,12,9,55.6,44.4,464,2404,1418,12,14,0,5,5,472,5,17,7,0,9,64,23,26,46.9
Marcus Rashford,ENG,Manchester Utd,"FW,MF",27-165,15,12,978.0,4,1,2,0,1.7,2.1,20,21,79,0.37,0.09,0.16,0.19,N/a,N/a,N/a,N/a,56.3,0.83,0.25,16.4,253,73.8,3508,83.6,65.9,50.0,15,13,16,8,21,29,2.67,1,0.09,7,4,9,6,8,0,8,4,440,3,35,189,222,34,39,23.1,66.7,293,1694,728,20,19,12,14,6,341,79,8,7,7,27,24,5,7,41.7
Marcus Tavernier,ENG,Bournemouth,"FW,MF",26-023,22,16,1505.0,3,5,5,0,5.2,2.8,36,95,101,0.18,0.30,0.31,0.17,N/a,N/a,N/a,N/a,31.9,0.90,0.06,20.4,498,72.2,8483,86.7,77.7,43.4,36,60,28,9,95,82,4.90,10,0.60,38,23,25,16,12,2,10,4,905,17,100,345,480,47,47,42.6,51.1,510,3047,1435,36,33,7,36,41,571,101,23,20,4,88,92,21,29,42.0
Mario Lemina,GAB,Wolves,"MF,DF",31-225,17,15,1364.0,1,3,4,0,1.4,1.1,8,48,21,0.07,0.20,0.09,0.07,N/a,N/a,N/a,N/a,27.8,0.33,0.06,21.9,493,80.4,9479,85.0,87.7,61.1,10,43,13,4,48,26,1.71,5,0.33,51,31,29,9,12,7,5,27,809,92,324,378,119,18,16,62.5,25.0,382,2068,1038,8,12,2,21,11,482,21,17,8,4,10,73,25,16,61.0
Mark Flekken,NED,Brentford,GK,31-305,31,31,2735.0,0,1,1,0,0.0,0.2,0,0,0,0.00,0.03,0.00,0.01,1.51,74.0,16.1,0.0,N/a,0.00,N/a,N/a,1083,73.6,31840,97.8,97.5,50.2,2,43,2,0,0,7,0.23,1,0.03,3,3,8,6,2,0,2,0,1567,1225,1521,51,0,0,1,100.0,0.0,953,4797,2730,0,0,0,3,0,875,0,0,3,0,0,35,4,0,100.0
Martin Ødegaard,NOR,Arsenal,MF,26-118,24,21,1865.0,2,4,4,0,4.2,4.2,67,198,126,0.10,0.19,0.20,0.20,N/a,N/a,N/a,N/a,30.6,0.53,0.03,18.5,964,82.4,14639,90.7,87.5,48.2,49,102,65,5,198,95,4.59,10,0.48,18,10,23,19,4,0,4,3,1319,6,89,556,688,85,48,41.7,56.3,896,5500,2753,67,57,18,26,36,1039,126,10,19,1,75,77,8,7,53.3
Mateo Kovačić,CRO,Manchester City,MF,30-343,26,21,1857.0,5,1,5,0,1.6,3.5,48,134,14,0.24,0.05,0.08,0.17,N/a,N/a,N/a,N/a,25.7,0.44,0.14,21.9,1450,92.8,22292,95.1,95.7,62.0,28,163,26,0,134,58,2.81,6,0.29,58,34,57,30,18,0,18,19,1766,43,258,1003,525,15,38,52.6,28.9,1189,6983,3257,48,65,3,16,28,1430,14,22,21,0,0,101,9,7,56.3
Mateus Fernandes,POR,Southampton,MF,20-278,30,28,2409.0,2,3,8,0,3.7,2.4,67,122,91,0.07,0.11,0.14,0.09,N/a,N/a,N/a,N/a,37.8,0.52,0.05,18.6,911,79.5,15434,87.1,85.5,55.3,27,81,19,4,122,62,2.32,6,0.22,76,42,58,31,34,3,31,19,1472,52,318,723,464,43,91,47.3,45.1,758,4925,2682,67,56,8,44,30,909,91,39,44,3,93,155,13,9,59.1
Matheus Cunha,BRA,Wolves,"MF,FW",25-322,27,24,2164.0,14,4,3,0,7.3,6.7,94,115,138,0.58,0.17,0.30,0.28,N/a,N/a,N/a,N/a,40.9,1.50,0.16,20.7,649,70.4,10383,84.2,75.3,43.4,45,78,48,9,115,104,4.33,11,0.46,33,19,34,23,17,1,16,16,1286,21,157,591,585,108,119,43.7,44.5,727,5528,2748,94,75,33,68,42,851,138,37,59,8,115,113,10,23,30.3
Matheus Nunes,POR,Manchester City,"DF,MF",26-230,21,14,1224.0,0,4,3,0,0.5,3.4,49,55,139,0.00,0.29,0.04,0.25,N/a,N/a,N/a,N/a,20.0,0.07,0.00,18.4,770,86.1,11967,91.5,87.7,67.2,20,35,23,6,55,34,2.50,5,0.37,26,17,26,14,12,3,9,12,1020,32,189,372,463,50,30,43.3,43.3,644,3481,1771,49,22,21,24,10,738,139,27,13,5,34,51,12,11,52.2
Matt Doherty,IRL,Wolves,DF,33-088,25,21,1809.0,2,1,6,0,1.0,1.5,29,73,39,0.10,0.05,0.05,0.08,N/a,N/a,N/a,N/a,30.0,0.15,0.20,11.4,899,81.9,16650,89.7,86.3,60.5,11,85,13,1,73,24,1.19,3,0.15,35,19,21,7,24,15,9,21,1307,109,504,645,175,25,20,55.0,30.0,692,3210,1952,29,19,4,11,5,821,39,17,11,2,18,91,46,19,70.8
Matthijs de Ligt,NED,Manchester Utd,DF,25-245,28,24,2089.0,2,0,3,0,2.5,0.3,7,55,6,0.09,0.00,0.11,0.01,N/a,N/a,N/a,N/a,50.0,0.39,0.11,7.9,1225,90.1,21549,94.1,94.5,50.5,6,63,2,1,55,14,0.60,1,0.04,30,22,32,9,29,21,8,33,1584,181,813,722,56,29,4,50.0,50.0,1063,4696,2219,7,3,0,5,3,1142,6,16,12,2,6,66,57,29,66.3
Matty Cash,POL,Aston Villa,DF,27-250,21,18,1560.0,1,1,6,0,0.3,1.1,43,38,65,0.06,0.06,0.02,0.06,N/a,N/a,N/a,N/a,40.0,0.23,0.10,19.0,572,78.8,9418,89.8,80.2,47.2,10,36,8,4,38,20,1.15,2,0.12,45,25,32,10,17,6,11,20,903,62,317,364,232,34,32,46.9,43.8,452,2894,1477,43,33,4,14,6,515,65,22,13,1,25,53,17,17,50.0
Matz Sels,BEL,Nott'ham Forest,GK,33-047,32,32,2880.0,0,0,2,0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,1.19,74.5,40.6,0.0,N/a,0.00,N/a,N/a,430,50.6,16491,100.0,97.6,37.1,1,37,2,0,1,5,0.16,0,0.00,1,1,1,0,0,0,0,0,935,712,921,14,0,0,0,N/a,N/a,456,2667,1401,0,0,0,0,0,364,0,0,10,0,0,9,14,2,87.5
Max Kilman,ENG,West Ham,DF,27-326,32,32,2808.0,0,1,3,0,1.4,1.1,27,101,5,0.00,0.03,0.05,0.04,N/a,N/a,N/a,N/a,18.2,0.06,0.00,8.4,1390,86.6,27034,92.1,92.4,58.0,15,93,3,0,101,25,0.80,3,0.10,28,15,21,4,52,35,17,36,1951,387,1080,792,94,28,18,72.2,5.6,1029,4642,2676,27,10,2,13,2,1289,5,12,12,1,2,129,93,47,66.4
Maxence Lacroix,FRA,Crystal Palace,DF,25-008,28,28,2486.0,1,1,5,0,2.8,0.4,8,54,6,0.04,0.04,0.10,0.01,N/a,N/a,N/a,N/a,20.0,0.18,0.04,11.8,1023,82.4,21176,85.4,91.2,56.9,4,60,2,1,54,24,0.87,4,0.14,63,38,43,14,38,13,25,46,1610,290,986,564,67,32,13,61.5,23.1,868,4130,1895,8,4,0,18,3,960,6,31,18,1,6,114,52,44,54.2
Micky van de Ven,NED,Tottenham,DF,23-360,11,10,905.0,0,2,4,0,0.6,1.2,8,47,1,0.00,0.20,0.06,0.12,N/a,N/a,N/a,N/a,33.3,0.20,0.00,11.1,659,90.9,12335,92.3,96.2,62.1,2,45,1,0,47,9,0.90,2,0.20,10,6,14,6,9,6,3,9,808,100,425,359,33,9,8,50.0,50.0,564,2661,1301,8,10,1,5,4,587,1,10,7,0,0,59,18,16,52.9
Mikel Merino,ESP,Arsenal,"MF,FW",28-296,24,14,1345.0,6,1,2,0,3.9,1.4,9,60,83,0.40,0.07,0.26,0.09,N/a,N/a,N/a,N/a,40.0,0.80,0.20,10.9,399,78.1,5490,87.0,78.1,53.6,14,33,23,3,60,38,2.54,3,0.20,32,18,26,14,17,5,12,13,680,34,123,292,274,69,17,41.2,35.3,335,1287,622,9,12,4,21,20,443,83,33,19,7,11,74,54,49,52.4
Mikkel Damsgaard,DEN,Brentford,"MF,FW",24-285,32,28,2409.0,2,10,2,0,2.6,7.3,60,198,110,0.07,0.37,0.10,0.27,N/a,N/a,N/a,N/a,22.6,0.26,0.06,17.1,915,72.9,15610,85.2,73.4,52.7,55,139,59,15,198,106,3.96,18,0.67,73,40,69,42,33,2,31,24,1557,33,280,708,591,66,85,52.9,35.3,878,4882,2498,60,40,8,53,40,1029,110,14,23,6,114,144,12,24,33.3
Milos Kerkez,HUN,Bournemouth,DF,21-158,31,31,2717.0,2,5,4,0,0.5,3.2,85,130,151,0.07,0.17,0.02,0.11,N/a,N/a,N/a,N/a,29.4,0.17,0.12,20.4,1060,75.8,16755,89.5,79.2,37.1,27,76,32,20,130,67,2.22,9,0.30,46,25,34,14,32,11,21,38,1727,93,443,734,571,55,41,41.5,34.1,869,5038,2962,85,56,14,41,15,930,151,27,41,1,102,142,20,42,32.3
Mohamed Salah,EGY,Liverpool,FW,32-303,32,32,2831.0,27,18,1,0,22.6,12.1,133,123,398,0.86,0.57,0.72,0.38,N/a,N/a,N/a,N/a,45.0,1.43,0.18,15.1,768,71.4,11535,83.7,70.2,60.7,73,47,78,13,123,139,4.42,24,0.76,20,11,14,7,10,0,10,6,1444,10,84,436,943,298,117,44.4,53.0,986,6006,3140,133,54,107,99,59,1205,398,21,33,15,61,87,9,12,42.9
Mohammed Kudus,GHA,West Ham,"FW,MF",24-255,26,26,2167.0,3,2,1,1,6.0,2.2,83,67,180,0.12,0.08,0.25,0.09,N/a,N/a,N/a,N/a,30.2,0.79,0.05,15.6,592,83.6,9664,89.7,90.5,68.1,26,37,24,12,67,89,3.70,5,0.21,33,19,26,16,21,1,20,4,1060,11,147,437,512,105,175,42.9,47.4,697,4549,2136,83,53,36,61,83,825,180,34,55,18,66,115,10,34,22.7
Moisés Caicedo,ECU,Chelsea,MF,23-163,32,32,2811.0,1,2,9,0,0.7,2.9,37,180,32,0.03,0.06,0.02,0.09,N/a,N/a,N/a,N/a,17.6,0.10,0.06,25.0,1687,89.9,29272,92.2,92.9,77.9,27,204,30,2,180,85,2.72,7,0.22,94,58,74,28,41,9,32,42,2196,78,469,1348,402,12,48,39.6,37.5,1215,5692,2711,37,24,2,31,21,1548,32,57,50,0,8,184,29,15,65.9
Morgan Gibbs-White,ENG,Nott'ham Forest,MF,25-077,28,28,2288.0,5,7,8,1,4.3,4.4,62,139,112,0.20,0.28,0.17,0.17,N/a,N/a,N/a,N/a,34.0,0.67,0.10,16.7,821,78.5,12615,85.1,82.0,59.0,44,110,35,7,139,97,3.82,16,0.63,37,17,26,13,14,4,10,17,1350,30,159,675,537,83,71,39.4,46.5,760,4410,2265,62,46,12,62,36,1015,112,31,34,7,36,111,34,43,44.2
Morgan Rogers,ENG,Aston Villa,"FW,MF",22-262,31,31,2597.0,8,7,8,0,5.8,6.4,98,105,161,0.28,0.24,0.20,0.22,N/a,N/a,N/a,N/a,33.3,0.55,0.17,15.9,574,73.2,8287,80.7,76.1,78.0,42,65,48,2,105,91,3.15,12,0.42,33,16,37,20,22,5,17,5,1168,33,172,505,514,127,142,40.1,46.5,683,4857,2764,98,60,31,89,64,820,161,43,45,2,19,96,10,42,19.2
Murillo,BRA,Nott'ham Forest,DF,22-284,31,31,2748.0,1,0,5,0,1.2,1.1,19,99,4,0.03,0.00,0.04,0.04,N/a,N/a,N/a,N/a,20.0,0.13,0.05,24.3,955,78.0,18878,91.0,87.1,47.8,12,108,11,1,99,34,1.11,1,0.03,44,32,41,18,64,42,22,29,1616,361,826,716,88,17,32,81.3,18.8,688,3569,2135,19,24,1,18,9,818,4,23,4,0,12,123,34,19,64.2
Myles Lewis-Skelly,ENG,Arsenal,DF,18-200,17,11,959.0,1,0,2,2,0.0,0.2,25,52,24,0.09,0.00,0.00,0.02,N/a,N/a,N/a,N/a,100.0,0.09,1.00,13.9,476,90.3,6986,95.5,89.5,64.7,5,51,6,0,52,18,1.69,0,0.00,21,14,9,0,1,0,1,6,618,16,113,334,183,12,24,50.0,33.3,346,1871,1160,25,18,4,8,8,411,24,9,33,0,7,37,6,6,50.0
Nathan Collins,IRL,Brentford,DF,23-349,32,32,2880.0,2,2,4,0,2.3,1.5,25,109,17,0.06,0.06,0.07,0.05,N/a,N/a,N/a,N/a,33.3,0.16,0.13,11.2,1460,85.9,27660,88.3,92.6,59.0,8,92,7,2,109,28,0.87,7,0.22,34,20,30,10,68,48,20,31,2080,334,1100,837,153,59,12,50.0,41.7,1090,5925,3466,25,8,0,15,8,1265,17,24,24,6,7,144,99,55,64.3
Neco Williams,WAL,Nott'ham Forest,DF,24-001,29,22,2054.0,1,2,5,0,2.2,1.4,53,70,77,0.04,0.09,0.10,0.06,N/a,N/a,N/a,N/a,18.8,0.26,0.03,19.7,630,75.3,9556,89.5,72.2,39.0,14,50,17,7,70,40,1.75,5,0.22,66,38,63,24,36,7,29,23,1189,126,425,428,350,35,39,38.5,43.6,481,2974,1631,53,25,14,20,14,560,77,19,34,1,39,78,32,24,57.1
Nick Pope,ENG,Newcastle Utd,GK,32-360,21,21,1890.0,0,0,2,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,1.33,71.0,23.8,0.0,N/a,0.00,N/a,N/a,419,70.8,10660,99.0,98.1,41.0,0,2,0,0,0,4,0.19,0,0.00,0,0,0,0,1,0,1,1,658,528,649,9,0,0,0,N/a,N/a,346,1900,1265,0,0,0,0,1,231,0,1,3,0,0,15,9,1,90.0
Nicolas Jackson,SEN,Chelsea,FW,23-298,26,24,1948.0,9,5,7,0,12.1,4.1,43,32,107,0.42,0.23,0.56,0.19,N/a,N/a,N/a,N/a,43.1,1.43,0.13,12.6,255,74.6,3423,81.1,76.3,61.5,27,20,7,1,32,66,3.05,10,0.46,18,11,8,5,12,2,10,3,602,19,43,246,321,131,55,30.9,50.9,360,2255,1204,43,23,28,56,35,439,107,26,27,18,3,41,17,33,34.0
Nicolás Domínguez,ARG,Nott'ham Forest,"MF,FW",26-290,28,18,1567.0,0,0,8,0,1.4,1.3,12,60,24,0.00,0.00,0.08,0.07,N/a,N/a,N/a,N/a,38.9,0.40,0.00,19.0,669,87.1,9654,91.6,89.8,61.4,12,64,8,0,60,29,1.67,0,0.00,71,38,59,32,34,11,23,26,992,63,249,517,234,23,8,37.5,37.5,371,1491,717,12,10,2,17,9,546,24,27,14,1,2,95,17,19,47.2
Nikola Milenković,SRB,Nott'ham Forest,DF,27-184,31,31,2790.0,4,2,4,0,3.6,0.8,3,45,5,0.13,0.06,0.12,0.03,N/a,N/a,N/a,N/a,26.9,0.23,0.15,12.1,684,80.9,13625,86.7,87.0,60.2,7,44,2,0,45,18,0.58,3,0.10,42,26,27,6,36,21,15,23,1149,216,627,447,79,58,1,100.0,0.0,433,1888,900,3,3,2,1,2,582,5,16,3,1,0,69,89,36,71.2
Noni Madueke,ENG,Chelsea,FW,23-035,26,21,1601.0,7,3,3,0,7.9,3.9,122,60,194,0.39,0.17,0.44,0.22,N/a,N/a,N/a,N/a,37.7,1.46,0.10,14.6,420,78.2,6210,87.5,76.0,58.8,28,10,32,7,60,68,3.82,8,0.45,19,14,32,20,13,0,13,8,775,16,76,210,501,154,74,40.5,50.0,521,4346,2767,122,41,74,40,23,598,194,20,21,4,51,62,9,14,39.1
Noussair Mazraoui,MAR,Manchester Utd,DF,27-151,32,29,2475.0,0,1,2,0,0.6,1.3,34,98,44,0.00,0.04,0.02,0.05,N/a,N/a,N/a,N/a,25.0,0.11,0.00,20.8,1319,85.2,19726,91.2,88.9,51.4,16,106,17,5,98,45,1.64,1,0.04,95,55,81,34,31,8,23,33,1856,148,728,860,292,26,43,55.8,37.2,1027,4749,2470,34,26,3,23,16,1119,44,35,20,3,20,131,42,25,62.7
Nélson Semedo,POR,Wolves,DF,31-149,28,27,2415.0,0,4,7,0,0.7,2.6,60,64,100,0.00,0.15,0.03,0.10,N/a,N/a,N/a,N/a,42.9,0.22,0.00,23.8,895,79.9,13732,90.9,82.6,45.9,19,60,22,9,64,48,1.79,6,0.22,54,30,49,21,27,10,17,21,1426,112,414,648,382,23,58,44.8,41.4,725,4269,2219,60,35,9,34,17,811,100,42,26,3,53,109,27,39,40.9
Ola Aina,NGA,Nott'ham Forest,DF,28-188,30,30,2569.0,2,1,2,0,0.6,0.7,54,91,52,0.07,0.04,0.02,0.03,N/a,N/a,N/a,N/a,22.2,0.07,0.22,24.8,839,73.3,12948,88.1,72.8,36.1,11,78,15,7,91,50,1.75,3,0.11,53,40,58,24,32,12,20,30,1462,138,539,610,338,21,64,45.3,37.5,629,4026,2328,54,35,10,39,21,691,52,21,32,2,42,160,12,18,40.0
